,CH_1_ALLSEQS_Rare_numSampled,variable,value,Location/Type
146,14000,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.726,French Creek/NP
147,14100,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.732,French Creek/NP
148,14200,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.741,French Creek/NP
149,14300,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.753,French Creek/NP
150,14400,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.761,French Creek/NP
151,14500,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.768,French Creek/NP
152,14600,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.778,French Creek/NP
153,14700,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.785,French Creek/NP
154,14800,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.795,French Creek/NP
155,14900,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.803,French Creek/NP
156,15000,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.808,French Creek/NP
157,15100,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.817,French Creek/NP
158,15200,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.824,French Creek/NP
159,15300,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.828,French Creek/NP
160,15400,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.838,French Creek/NP
161,15500,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.846,French Creek/NP
162,15600,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.851,French Creek/NP
163,15700,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.857,French Creek/NP
164,15800,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.864,French Creek/NP
165,15900,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.877,French Creek/NP
166,15927,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.879,French Creek/NP
167,16000,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.883,French Creek/NP
168,16100,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.889,French Creek/NP
169,16200,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.893,French Creek/NP
170,16300,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.9,French Creek/NP
171,16400,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.906,French Creek/NP
172,16500,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.913,French Creek/NP
173,16600,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.918,French Creek/NP
174,16700,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.928,French Creek/NP
175,16800,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.933,French Creek/NP
176,16900,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.936,French Creek/NP
177,17000,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.941,French Creek/NP
178,17100,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.945,French Creek/NP
179,17200,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.949,French Creek/NP
180,17206,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.952,French Creek/NP
181,17300,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.961,French Creek/NP
182,17358,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.963,French Creek/NP
183,17400,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.965,French Creek/NP
184,17500,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.972,French Creek/NP
185,17600,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.979,French Creek/NP
186,17700,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.984,French Creek/NP
187,17800,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.987,French Creek/NP
188,17900,userLabel.NP.001.502.714.1F_filt.fastq.gz,9.996,French Creek/NP
189,18000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.006,French Creek/NP
190,18100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.011,French Creek/NP
191,18200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.02,French Creek/NP
192,18300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.029,French Creek/NP
193,18400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.033,French Creek/NP
194,18500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.043,French Creek/NP
195,18600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.045,French Creek/NP
196,18700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.05,French Creek/NP
197,18786,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.056,French Creek/NP
198,18800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.056,French Creek/NP
199,18900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.06,French Creek/NP
200,19000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.063,French Creek/NP
201,19100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.07,French Creek/NP
202,19200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.078,French Creek/NP
203,19300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.085,French Creek/NP
204,19400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.09,French Creek/NP
205,19500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.099,French Creek/NP
206,19600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.108,French Creek/NP
207,19700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.111,French Creek/NP
208,19800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.113,French Creek/NP
209,19900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.122,French Creek/NP
210,20000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.126,French Creek/NP
211,20100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.135,French Creek/NP
212,20200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.141,French Creek/NP
213,20300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.145,French Creek/NP
214,20400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.151,French Creek/NP
215,20500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.154,French Creek/NP
216,20515,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.155,French Creek/NP
217,20600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.158,French Creek/NP
218,20615,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.159,French Creek/NP
219,20700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.164,French Creek/NP
220,20800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.169,French Creek/NP
221,20900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.172,French Creek/NP
222,21000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.174,French Creek/NP
223,21100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.179,French Creek/NP
224,21200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.189,French Creek/NP
225,21300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.192,French Creek/NP
226,21400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.194,French Creek/NP
227,21500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.202,French Creek/NP
228,21600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.208,French Creek/NP
229,21659,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.211,French Creek/NP
230,21700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.214,French Creek/NP
231,21800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.216,French Creek/NP
232,21873,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.222,French Creek/NP
233,21900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.222,French Creek/NP
234,22000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.226,French Creek/NP
235,22100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.228,French Creek/NP
236,22200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.233,French Creek/NP
237,22300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.24,French Creek/NP
238,22400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.245,French Creek/NP
239,22500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.247,French Creek/NP
240,22600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.249,French Creek/NP
241,22700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.252,French Creek/NP
242,22800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.258,French Creek/NP
243,22877,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.259,French Creek/NP
244,22900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.26,French Creek/NP
245,23000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.266,French Creek/NP
246,23100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.27,French Creek/NP
247,23200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.273,French Creek/NP
248,23300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.275,French Creek/NP
249,23400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.278,French Creek/NP
250,23451,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.28,French Creek/NP
251,23495,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.281,French Creek/NP
252,23500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.282,French Creek/NP
253,23600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.286,French Creek/NP
254,23700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.288,French Creek/NP
255,23800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.293,French Creek/NP
256,23900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.297,French Creek/NP
257,24000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.305,French Creek/NP
258,24100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.307,French Creek/NP
259,24200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.309,French Creek/NP
260,24300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.311,French Creek/NP
261,24318,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.312,French Creek/NP
262,24389,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.318,French Creek/NP
263,24400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.319,French Creek/NP
264,24500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.325,French Creek/NP
265,24600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.328,French Creek/NP
266,24628,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.328,French Creek/NP
267,24700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.334,French Creek/NP
268,24800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.34,French Creek/NP
269,24900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.343,French Creek/NP
270,24948,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.344,French Creek/NP
271,24951,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.344,French Creek/NP
272,25000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.345,French Creek/NP
273,25005,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.346,French Creek/NP
274,25100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.348,French Creek/NP
275,25135,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.348,French Creek/NP
276,25200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.35,French Creek/NP
277,25300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.354,French Creek/NP
278,25400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.36,French Creek/NP
279,25500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.363,French Creek/NP
280,25548,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.365,French Creek/NP
281,25600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.365,French Creek/NP
282,25700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.371,French Creek/NP
283,25800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.372,French Creek/NP
284,25900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.376,French Creek/NP
285,26000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.38,French Creek/NP
286,26100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.384,French Creek/NP
287,26200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.387,French Creek/NP
288,26300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.39,French Creek/NP
289,26400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.392,French Creek/NP
290,26500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.393,French Creek/NP
291,26600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.395,French Creek/NP
292,26700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.397,French Creek/NP
293,26763,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.399,French Creek/NP
294,26800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.401,French Creek/NP
295,26900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.404,French Creek/NP
296,27000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.406,French Creek/NP
297,27100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.412,French Creek/NP
298,27200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.414,French Creek/NP
299,27300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.418,French Creek/NP
300,27400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.419,French Creek/NP
301,27470,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.422,French Creek/NP
302,27500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.422,French Creek/NP
303,27600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.427,French Creek/NP
304,27606,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.427,French Creek/NP
305,27700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.427,French Creek/NP
306,27800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.43,French Creek/NP
307,27900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.435,French Creek/NP
308,28000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.437,French Creek/NP
309,28100,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.439,French Creek/NP
310,28200,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.441,French Creek/NP
311,28300,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.444,French Creek/NP
312,28400,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.445,French Creek/NP
313,28500,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.446,French Creek/NP
314,28600,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.448,French Creek/NP
315,28700,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.449,French Creek/NP
316,28800,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.453,French Creek/NP
317,28831,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.453,French Creek/NP
318,28892,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.454,French Creek/NP
319,28900,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.454,French Creek/NP
320,29000,userLabel.NP.001.502.714.1F_filt.fastq.gz,10.456,French Creek/NP
