,H2O-041-513-718-1F_filt.fastq.gz,H2O-042-515-718-1F_filt.fastq.gz,H2O-043-516-718-1F_filt.fastq.gz,H2O-044-517-718-1F_filt.fastq.gz,H2O-045-518-719-1F_filt.fastq.gz,H2O-046-520-719-1F_filt.fastq.gz,H2O-047-521-719-1F_filt.fastq.gz,H2O-048-522-719-1F_filt.fastq.gz,H2O-049-502-719-1F_filt.fastq.gz,H2O-050-503-719-1F_filt.fastq.gz,H2O-051-505-719-1F_filt.fastq.gz,H2O-052-506-719-1F_filt.fastq.gz,H2O-053-507-719-1F_filt.fastq.gz,H2O-054-508-719-1F_filt.fastq.gz,H2O-055-510-719-1F_filt.fastq.gz,H2O-056-511-720-1F_filt.fastq.gz,H2O-057-513-720-1F_filt.fastq.gz,H2O-058-515-720-1F_filt.fastq.gz,H2O-059-516-720-1F_filt.fastq.gz,H2O-060-517-720-1F_filt.fastq.gz,H2O-061-521-720-1F_filt.fastq.gz,H2O-062-520-720-1F_filt.fastq.gz,NP-001-502-714-1F_filt.fastq.gz,NP-002-503-714-1F_filt.fastq.gz,NP-003-505-714-1F_filt.fastq.gz,NP-004-506-714-1F_filt.fastq.gz,NP-007-510-714-1F_filt.fastq.gz,NP-008-511-714-1F_filt.fastq.gz,NP-009-513-714-1F_filt.fastq.gz,NP-010-515-714-1F_filt.fastq.gz,NP-011-516-715-1F_filt.fastq.gz,NP-014-520-715-1F_filt.fastq.gz,NP-015-521-715-1F_filt.fastq.gz,NP-017-502-715-1F_filt.fastq.gz,NP-018-503-715-1F_filt.fastq.gz,NP-019-505-715-1F_filt.fastq.gz,NP-022-508-715-1F_filt.fastq.gz,NP-025-513-716-1F_filt.fastq.gz,NP-026-515-716-1F_filt.fastq.gz,NP-027-516-716-1F_filt.fastq.gz,NP-028-517-716-1F_filt.fastq.gz,NP-029-518-716-1F_filt.fastq.gz,NP-034-503-718-1F_filt.fastq.gz,NP-035-505-718-1F_filt.fastq.gz,NP-036-506-718-1F_filt.fastq.gz,NP-037-507-718-1F_filt.fastq.gz
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H2O-041-513-718-1F_filt.fastq.gz,H2O-042-515-718-1F_filt.fastq.gz,H2O-043-516-718-1F_filt.fastq.gz,H2O-044-517-718-1F_filt.fastq.gz,H2O-045-518-719-1F_filt.fastq.gz,H2O-046-520-719-1F_filt.fastq.gz,H2O-047-521-719-1F_filt.fastq.gz,H2O-048-522-719-1F_filt.fastq.gz,H2O-049-502-719-1F_filt.fastq.gz,H2O-050-503-719-1F_filt.fastq.gz,H2O-051-505-719-1F_filt.fastq.gz,AVG,SD,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevinema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas,0.000646054,0.004614675,0.000646054,0.001938163,0.000830641,0.000369174,0.000738348,0.002491924,0.000830641,0.002399631,0.001292109,0.001527038,0.00126234,0.00038061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plesiomonas,0,0.000369174,9.22935E-05,0.000184587,0.000184587,0.000184587,0.000369174,0.00027688,0,0.000553761,9.22935E-05,0.000209758,0.000170635,5.14485E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudarcicella,0.096631287,0.199446239,0.253991694,0.266820489,0.290078449,0.105399169,0.075865251,0.148961698,0.171758191,0.168343332,0.421596677,0.199899316,0.102003915,0.030755338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cetobacterium,0,0,0,0,0,0.000461467,0.000184587,0.000461467,0,0.000461467,0,0.000142635,0.000211928,6.38988E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hgcI_clade,0.08638671,0.145269958,0.103368713,0.131887402,0.112690355,0.137332718,0.131333641,0.130595293,0.117674204,0.144531611,0.09404707,0.121374334,0.020101957,0.006060968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limnohabitans,0.181172127,0.046608214,0.098569451,0.070235348,0.070696816,0.164097831,0.189109368,0.131333641,0.204983849,0.135763729,0.166035994,0.132600579,0.054025636,0.016289342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sensu_stricto_1,0,0.002768805,9.22935E-05,0.00027688,9.22935E-05,0.000184587,0,0.000553761,0.00027688,0.001199815,0,0.000495029,0.000831946,0.000250841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluviicola,0.095708353,0.084171666,0.116012921,0.122473466,0.087771112,0.085463775,0.089524689,0.09986156,0.088140286,0.071712044,0.056206737,0.090640601,0.018428654,0.005556448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium,0.187263498,0.04596216,0.066359022,0.195477619,0.187817259,0.087401938,0.08850946,0.061836641,0.048823258,0.119981541,0.102538071,0.108360951,0.057006628,0.017188145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H2O-052-506-719-1F_filt.fastq.gz,H2O-053-507-719-1F_filt.fastq.gz,H2O-054-508-719-1F_filt.fastq.gz,H2O-055-510-719-1F_filt.fastq.gz,H2O-056-511-720-1F_filt.fastq.gz,H2O-057-513-720-1F_filt.fastq.gz,H2O-058-515-720-1F_filt.fastq.gz,H2O-059-516-720-1F_filt.fastq.gz,H2O-060-517-720-1F_filt.fastq.gz,H2O-061-521-720-1F_filt.fastq.gz,H2O-062-520-720-1F_filt.fastq.gz,AVG,SD,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevinema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas,0.000553761,0.006645132,9.22935E-05,0.000553761,0.000738348,0.000461467,0.000830641,0.000553761,0.000553761,0.000461467,0.000461467,0.001082351,0.00176791,0.000533045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plesiomonas,0,0,9.22935E-05,9.22935E-05,0,0,9.22935E-05,0,0,0,0,2.5171E-05,4.1104E-05,1.23933E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudarcicella,0.15191509,0.130872174,0.129949239,0.195754499,0.130318413,0.144531611,0.134840794,0.227134287,0.138347946,0.118689432,0.097646516,0.145454545,0.034498423,0.010401666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cetobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hgcI_clade,0.085463775,0.102999539,0.135025381,0.134933087,0.157914167,0.1347485,0.17517305,0.092293493,0.145269958,0.182095062,0.176834333,0.13843185,0.032170977,0.009699914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limnohabitans,0.125980618,0.092847254,0.107614213,0.118320258,0.124042455,0.113797877,0.096538994,0.122565759,0.10410706,0.100599908,0.103276419,0.109971892,0.011051587,0.003332179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sensu_stricto_1,9.22935E-05,0.001292109,9.22935E-05,9.22935E-05,0.000369174,0.000461467,0,0.000369174,0.000646054,0.000184587,0.000184587,0.000344003,0.000352194,0.00010619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluviicola,0.046608214,0.046146747,0.049561606,0.043008768,0.09063221,0.090170743,0.116105215,0.104199354,0.08666359,0.105029995,0.124596216,0.082065696,0.029036611,0.008754868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium,0.103461006,0.110567605,0.138532533,0.106506691,0.123673281,0.12284264,0.147392709,0.130687587,0.125888325,0.14979234,0.148038763,0.127943953,0.015921538,0.004800524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NP-001-502-714-1F_filt.fastq.gz,NP-002-503-714-1F_filt.fastq.gz,NP-003-505-714-1F_filt.fastq.gz,NP-004-506-714-1F_filt.fastq.gz,NP-007-510-714-1F_filt.fastq.gz,NP-028-517-716-1F_filt.fastq.gz,NP-029-518-716-1F_filt.fastq.gz,NP-036-506-718-1F_filt.fastq.gz,NP-037-507-718-1F_filt.fastq.gz,AVG,SD,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevinema,0.754130134,0.002307337,0,0,0,0,0.348407937,0,0.896538994,0.222376045,0.362082155,0.120694052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas,0.043377942,0.001568989,0.037286571,0.024550069,0.007291186,0.090078449,0.112874942,0.538624827,0.00212275,0.095308414,0.170716545,0.056905515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plesiomonas,0.132810337,0.05177665,0.068389479,0,0.012921089,0.102261191,0.152930318,0.042916474,9.22935E-05,0.062677537,0.056451401,0.018817134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudarcicella,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cetobacterium,0.008214121,0,0.005076142,0.000646054,0.001015228,0,0,0,0.020858329,0.003978875,0.006957675,0.002319225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hgcI_clade,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limnohabitans,9.22935E-05,0,0,0,0,0,0,0,0,1.02548E-05,3.07645E-05,1.02548E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sensu_stricto_1,0.058606368,0.044208583,0.484263959,0.452607291,0.146562067,0.804983849,0.118504845,0.252699585,0.001384402,0.262646772,0.267227884,0.089075961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluviicola,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NP-008-511-714-1F_filt.fastq.gz,NP-009-513-714-1F_filt.fastq.gz,NP-010-515-714-1F_filt.fastq.gz,NP-011-516-715-1F_filt.fastq.gz,NP-014-520-715-1F_filt.fastq.gz,NP-015-521-715-1F_filt.fastq.gz,NP-017-502-715-1F_filt.fastq.gz,NP-018-503-715-1F_filt.fastq.gz,NP-019-505-715-1F_filt.fastq.gz,NP-022-508-715-1F_filt.fastq.gz,NP-025-513-716-1F_filt.fastq.gz,NP-026-515-716-1F_filt.fastq.gz,NP-027-516-716-1F_filt.fastq.gz,NP-034-503-718-1F_filt.fastq.gz,NP-035-505-718-1F_filt.fastq.gz,AVG,SD,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevinema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas,0.007752653,0.058237194,0.030549146,0.143424089,0.576003692,0.469589294,0.027134287,0.000369174,0.000461467,0.000922935,0.013751731,0.033225658,0.650853715,0.161329026,0.01744347,0.146069835,0.225067643,0.058112215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plesiomonas,0.260821412,0.080941394,0.44227042,0.409229349,0.370096908,0.166220581,0.121181357,0,0,0.648177204,0.377572681,0.131333641,0.027134287,0.186432856,0.313705584,0.235674512,0.188537209,0.048680098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudarcicella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cetobacterium,0.060083064,0.835902169,0.397323489,0.38098754,0.047161975,0.289247808,0.735856022,0.903091832,0.000461467,0.008952469,0.530041532,0.783571758,0.207752653,0.631748962,0.312505768,0.408312567,0.314240232,0.081136479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hgcI_clade,0,0,0,0,0,0,0,0.008029534,0,0,0,0,0,0,0,0.000535302,0.002073217,0.000535302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limnohabitans,0,0,0,0,0,0,0,0.021781264,0,0,0,0,0,0,0,0.001452084,0.005623898,0.001452084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sensu_stricto_1,0.296538994,0.014120904,0.087771112,0.024734656,0.000369174,0.014951546,0.029441624,0,0.002215044,0.144993078,0.059344716,0.003137979,0.026119059,0.001938163,0.175726811,0.058760191,0.085304017,0.022025403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluviicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
